rank,feature_index,id,length,gc_content,complexity,importance_score
1,2732,2378701,61,59.01639344262295,1.9388626156126858,11.09144401550293
2,55208,2576579,70,45.714285714285715,1.9460831814792088,11.033873558044434
3,34226,2505245,62,56.451612903225815,1.979186534959203,9.771635055541992
4,106873,2754620,116,52.58620689655172,1.957817958175226,9.49431324005127
5,58044,2587432,72,48.61111111111111,1.978914232330877,9.245614051818848
6,61486,2599697,77,66.23376623376623,1.912092211004246,8.855209350585938
7,80915,2662712,162,40.123456790123456,1.9662302573709212,7.666461944580078
8,96298,2716541,80,51.24999999999999,1.948667609804581,7.009274482727051
9,17198,2438938,61,59.01639344262295,1.951609205273301,6.984277725219727
10,25392,2466982,104,37.5,1.9541494239872044,6.339626312255859
11,48083,2551808,61,36.0655737704918,1.9097947096899266,6.3045454025268555
12,81527,2667104,61,49.18032786885246,1.950045383326547,6.199532508850098
13,86507,2684330,61,52.459016393442624,1.9270927902240995,6.150694847106934
14,40227,2525913,86,40.69767441860465,1.9731649767609492,6.087841033935547
15,62885,2604750,61,59.01639344262295,1.941043078129074,6.0012688636779785
16,81533,2667129,61,50.81967213114754,1.9463023955248933,5.945891380310059
17,23230,2460569,70,57.14285714285714,1.9369382421030483,5.941922187805176
18,1305,2372602,92,54.347826086956516,1.8996320824496964,5.867378234863281
19,44502,2539970,61,44.26229508196721,1.9233249840877744,5.808443069458008
20,44596,2540445,63,31.746031746031743,1.840407230400658,5.7823286056518555
21,85193,2679705,61,59.01639344262295,1.931724394418496,5.7792768478393555
22,92889,2705683,89,35.95505617977528,1.8748261263665928,5.644329071044922
23,99091,2726756,66,56.060606060606055,1.961809115813727,5.636320114135742
24,5799,2390147,61,40.98360655737705,1.9708322921448431,5.559181213378906
25,22777,2455731,71,59.154929577464785,1.9714530971430813,5.521018028259277
26,56071,2580978,63,50.79365079365079,1.917984425657251,5.486000061035156
27,101979,2735795,74,51.35135135135135,1.9785905842615672,5.3477630615234375
28,35508,2511119,62,53.2258064516129,1.9353651203688242,5.202322006225586
29,5039,2385778,79,58.22784810126582,1.9778837995858116,5.184264183044434
30,35098,2507108,209,45.933014354066984,1.952715113365769,5.144577980041504
31,42855,2535506,61,62.295081967213115,1.937986057212116,5.11436128616333
32,84880,2679018,61,62.295081967213115,1.919083984380127,5.086808204650879
33,105830,2749102,63,47.61904761904761,1.924704223104421,4.955048084259033
34,72772,2637543,63,60.317460317460316,1.946318486613614,4.95230770111084
35,3041,2379160,88,63.63636363636363,1.9357980901330296,4.9332451820373535
36,34819,2506793,66,54.54545454545454,1.9362600275315274,4.895074367523193
37,34788,2506732,61,54.09836065573771,1.9383414873687372,4.891013145446777
38,71228,2631981,88,62.5,1.932714602530754,4.876344680786133
39,74184,2642386,69,63.76811594202898,1.930259213328076,4.859315872192383
40,25485,2467075,124,62.096774193548384,1.9541799346085988,4.857381820678711
41,50967,2562951,90,56.666666666666664,1.938987309573198,4.816922187805176
42,55807,2579762,61,40.98360655737705,1.9721468987802635,4.803682327270508
43,41128,2529645,69,57.971014492753625,1.9801821889996716,4.802072525024414
44,41084,2529265,61,52.459016393442624,1.870832140157877,4.78380823135376
45,22015,2454622,77,46.75324675324675,1.9685299213365357,4.7151689529418945
46,69444,2626120,61,54.09836065573771,1.9902277600210603,4.693167209625244
47,98856,2725821,61,75.40983606557377,1.781037578035845,4.624896049499512
48,79819,2660861,61,67.21311475409836,1.855786642545942,4.511706352233887
49,89125,2693025,70,57.14285714285714,1.9634688265852156,4.456510543823242
50,89294,2693636,64,59.375,1.9627712356445657,4.4531660079956055
51,63717,2606167,82,37.80487804878049,1.9400493100245257,4.413335800170898
52,105638,2748890,88,37.5,1.9448725890987713,4.385220527648926
53,57775,2586713,62,46.774193548387096,1.926365113941557,4.360783576965332
54,19365,2444787,93,53.76344086021505,1.9509695959164122,4.358817100524902
55,31929,2489735,99,62.62626262626263,1.9419090509717623,4.3495283126831055
56,76555,2649146,74,58.108108108108105,1.884632474276443,4.348532676696777
57,61060,2598635,61,60.65573770491803,1.9587451631519053,4.334301471710205
58,34795,2506748,68,51.470588235294116,1.9815269037907832,4.331887245178223
59,62322,2600651,147,44.89795918367347,1.9305442869606477,4.331707000732422
60,53107,2569730,64,64.0625,1.9413980376599163,4.295376300811768
61,60694,2595220,109,68.80733944954129,1.8649143241267923,4.288317680358887
62,58312,2587780,91,56.043956043956044,1.9501053789598406,4.225015640258789
63,43407,2536778,69,33.33333333333333,1.8956663565933811,4.219077110290527
64,25004,2466523,62,50.0,1.9501997936563944,4.216017723083496
65,101463,2733511,70,61.42857142857143,1.952531135294716,4.1772613525390625
66,51396,2563802,74,70.27027027027027,1.8700829784452095,4.166954040527344
67,66098,2614914,71,47.88732394366197,1.99504176422349,4.14199161529541
68,2940,2379031,73,50.68493150684932,1.957128104556405,4.141990661621094
